,sex,age,studytime,failures,health,attendance,G1,G2
0,0.20365657944460389,-0.10393562153350921,0.12865803422316763,-0.31046032208857527,-0.10144363919758037,0.04393991761699458,0.15794445811192276,0.9841521511330669
